Symbol,GeneID,Raw counts
MIR6840,102466747,0
PILRB,29990,0
PILRA,29992,0
ZCWPW1,55063,0
MEPCE,56257,3
PPP1R35,221908,4
SPACDR,402573,0
TSC22D4,81628,2
NYAP1,222950,1
AGFG2,3268,0
SAP25,100316904,0
LRCH4,4034,0
FBXO24,26261,0
PCOLCE-AS1,100129845,0
PCOLCE,5118,10
MOSPD3,64598,10
TFR2,7036,0
ACTL6B,51412,0
GNB2,2783,8
GIGYF1,64599,0
POP7,10248,12
EPO,2056,0
ZAN,7455,0
EPHB4,2050,3
SLC12A9,56996,2
TRIP6,7205,9
MIR6875,102466755,0
SRRT,51593,4
UFSP1,402682,0
ACHE,43,0
MUC3A,4584,0
MUC12,10071,2
MUC12-AS1,102724094,3
MUC17,140453,0
TRIM56,81844,0
SERPINE1,5054,108
AP1S1,1174,54
MIR4653,100616117,0
VGF,7425,0
"NAT16",375607,0
MOGAT3,346606,0
PLOD3,8985,8
ZNHIT1,10467,47
CLDN15,24146,2
FIS1,51024,234
LNCPRESS1,101927721,0
EMSLR,101927746,1
IFT22,64792,34
COL26A1,136227,0
LINC01007,100506527,0
MYL10,93408,0
CUX1,1523,28
SH2B2,10603,0
MIR4285,100422858,0
SPDYE6,729597,2
LOC100630923,100630923,0
LOC100289561,100289561,0
PRKRIP1,79706,2
MIR548O,100313829,0
LOC105375433,105375433,0
ORAI2,80228,1
ALKBH4,54784,0
LRWD1,222229,0
MIR5090,100847073,0
MIR4467,100616367,0
POLR2J,5439,214
RASA4B,100271927,2
POLR2J3,548644,915
SPDYE2,441273,0
RASA4,10156,2
POLR2J2,246721,115
UPK3BL1,100134938,165
SPDYE2B,100310812,2
FAM185A,222234,0
FBXL13,222235,0
LRRC17,10234,0
NFE4,58160,0
ARMC10,83787,1
"NAPEPLD",222236,3
RPL19P12,100129424,249
DPY19L2P2,349152,0
PMPCB,9512,178
DNAJC2,27000,23
PSMC2,5701,26
SLC26A5,375611,0
SLC26A5-AS1,101927870,0
RELN,5649,0
ORC5,5001,19
LHFPL3,375612,0
LHFPL3-AS1,645591,0
LHFPL3-AS2,723809,0
LINC01004,100216546,0
KMT2E-AS1,100216545,9
KMT2E,55904,24
SRPK2,6733,8
PUS7,54517,18
RINT1,60561,9
EFCAB10,100130771,0
ATXN7L1,222255,2
CDHR3,222256,0
SYPL1,6856,153
"NAMPT",10135,47
CCDC71L,168455,3
PIK3CG,5294,0
PRKAR2B,5577,0
HBP1,26959,59
COG5,10466,19
GPR22,2845,0
DUS4L,11062,19
BCAP29,55973,88
SLC26A4-AS1,286002,0
SLC26A4,5172,0
CBLL1,79872,5
SLC26A3,1811,0
DLD,1738,167
LAMB1,3912,40
LAMB4,22798,0
NRCAM,4897,10
PNPLA8,50640,7
THAP5,168451,4
DNAJB9,4189,9
LINC02903,154907,0
EIF3IP1,442720,43
IMMP2L,83943,31
LRRN3,54674,0
DOCK4,9732,0
DOCK4-AS1,100506413,0
ZNF277,11179,81
IFRD1,3475,95
LSMEM1,286006,0
LOC100996249,100996249,0
LOC101928012,101928012,0
TMEM168,64418,7
BMT2,154743,5
HRAT17,101928036,0
GPR85,54329,0
SMIM30,401397,31
PPP1R3A,5506,0
FOXP2,93986,0
MIR3666,100500896,0
MDFIC,29969,3
LINC01393,102724386,0
LINC01392,104355291,0
LOC100506489,100506489,0
TFEC,22797,0
TES,26136,31
LOC102724434,102724434,0
CAV2,858,48
CAV1,857,138
COMETT,100996266,0
MET,4233,18
CAPZA2,830,105
ST7-AS1,93653,0
ST7,7982,36
ST7-OT4,338069,0
MIR6132,102466616,0
ST7-AS2,93654,0
ST7-OT3,93655,0
WNT2,7472,0
ASZ1,136991,0
CFTR,1080,0
CTTNBP2,83992,0
LSM8,51691,132
ANKRD7,56311,0
KCND2,3751,0
TSPAN12,23554,0
ING3,54556,0
CPED1,79974,0
WNT16,51384,0
FAM3C,10447,9
PTPRZ1,5803,9
AASS,10157,0
FEZF1,389549,0
FEZF1-AS1,154860,0
CADPS2,93664,0
RNF133,168433,0
RNF148,378925,0
TAS2R16,50833,0
SLC13A1,6561,0
IQUB,154865,0
NDUFA5,4698,50
ASB15,142685,0
ASB15-AS1,102724555,0
LMOD2,442721,0
WASL,8976,19
HYAL6P,26062,0
HYAL4,23553,0
SPAM1,6677,0
TMEM229A,730130,0
LOC101928211,101928211,0
GPR37,2861,2
LINC03043,154872,0
POT1,25913,7
POT1-AS1,401398,0
LOC101928283,101928283,0
LOC101928254,101928254,0
GRM8,2918,0
MIR592,693177,0
GRM8-AS1,101928333,0
ZNF800,168850,1
LINC03012,100506682,0
GCC1,79571,3
ARF5,381,73
FSCN3,29999,0
PAX4,5078,0
SND1,27044,194
SND1-IT1,27099,0
LRRC4,64101,0
MIR593,693178,0
MIR129-1,406917,0
LEP,3952,0
RBM28,55131,25
PRRT4,401399,1
IMPDH1,3614,5
HILPDA,29923,105
METTL2B,55798,29
LINC01000,402483,0
GARIN1A,346653,0
GARIN1B,84691,0
CALU,813,85
OPN1SW,611,0
TRP-AGG2-3,100189276,1
CCDC136,64753,0
FLNC,2318,0
ATP6V1F,9296,231
ATP6V1FNB,100130705,0
KCP,375616,0
IRF5,3663,5
TNPO3,23534,10
TPI1P2,286016,1
LOC407835,407835,1
TSPAN33,340348,1
SMO,6608,0
AHCYL2,23382,0
STRIP2,57464,2
SMKR1,100287482,1
NRF1,4899,2
MIR182,406958,0
MIR96,407053,0
MIR183,406959,0
UBE2H,7328,19
ZC3HC1,51530,49
KLHDC10,23008,0
TMEM209,84928,6
SSMEM1,136263,0
CPA2,1358,0
CPA4,51200,15
CPA5,93979,0
CPA1,1357,0
CEP41,95681,12
MEST,4232,0
MESTIT1,317751,0
MIR335,442904,0
COPG2,26958,13
COPG2IT1,53844,0
TSGA13,114960,1
KLF14,136259,0
MIR29A,407021,0
MIR29B1,407024,0
LINC-PINT,378805,0
LINC00513,100506860,0
MKLN1,4289,25
MKLN1-AS,100506881,0
PODXL,5420,0
LOC101928782,101928782,0
PLXNA4,91584,0
FLJ40288,286023,0
LOC100506937,100506937,0
CHCHD3,54927,9
MIR3654,100500804,168
EXOC4,60412,71
MIR6133,102465139,0
LOC101928861,101928861,0
LRGUK,136332,0
SLC35B4,84912,5
AKR1B1,231,42
AKR1B10,57016,87
AKR1B15,441282,14
BPGM,669,15
CALD1,800,32
AGBL3,340351,0
TMEM140,55281,0
CYREN,78996,0
WDR91,29062,9
MIR6509,102465254,0
STRA8,346673,0
CNOT4,4850,7
NUP205,23165,6
STMP1,647087,190
SLC13A4,26266,0
FAM180A,389558,0
MTPN,136319,0
LUZP6,767558,0
CHRM2,1129,0
LOC349160,349160,22
MIR490,574443,0
PTN,5764,0
DGKI,9162,0
CREB3L2,64764,7
CREB3L2-AS1,100130880,0
AKR1D1,6718,0
MIR4468,100616226,1
TRIM24,8805,2
SVOPL,136306,0
ATP6V0A4,50617,0
TMEM213,155006,0
KIAA1549,57670,1
ZC3HAV1L,92092,5
ZC3HAV1,56829,8
TTC26,79989,19
UBN2,254048,4
LUC7L2,51631,0
FMC1,154791,0
TRR-CCT4-1,100189406,1
FMC1-LUC7L2,100996928,0
LOC100129148,100129148,0
KLRG2,346689,0
CLEC2L,154790,0
HIPK2,28996,15
TBXAS1,6916,0
PARP12,64761,0
KDM7A,80853,1
KDM7A-DT,100134229,2
SLC37A3,84255,24
RAB19,401409,0
MKRN1,23608,12
DENND2A,27147,0
ADCK2,90956,17
NDUFB2-AS1,100134713,1
NDUFB2,4708,272
BRAF,673,13
MRPS33,51650,97
TMEM178B,100507421,0
AGK,55750,4
DENND11,57189,0
WEE2-AS1,285962,1
WEE2,494551,0
SSBP1,6742,385
TAS2R3,50831,0
TAS2R4,50832,0
TAS2R5,54429,0
PRSS37,136242,0
OR9A4,130075,0
CLEC5A,23601,0
TAS2R38,5726,0
MGAM,8972,0
MGAM2,93432,0
MOXD2P,100289017,0
PRSS58,136541,0
PRSS59P,207147,0
TRBV2,28620,0
TRBV3-1,28619,0
TRBV4-1,28617,0
TRBV5-1,28614,0
TRBV6-1,28606,0
TRBV4-2,28616,0
TRBV6-2,28605,0
TRBV7-2,28596,0
TRBV6-4,28603,0
TRBV7-3,28595,0
TRBV9,28586,0
TRBV10-1,28585,0
TRBV11-1,28582,0
TRBV10-2,28584,0
TRBV11-2,28581,0
TRBV6-5,28602,0
TRBV7-4,28594,0
TRBV5-4,28611,0
TRBV6-6,28601,0
TRBV5-5,28610,0
TRBV7-6,28592,0
TRBV5-6,28609,0
TRBV6-8,28599,0
TRBV7-7,28591,0
TRBV5-7,28608,0
TRBV7-9,28589,0
TRBV13,28574,0
TRBV10-3,28583,0
TRBV11-3,28580,0
TRBV12-3,28577,0
TRBV12-4,28576,0
TRBV12-5,28575,0
TRBV14,28573,0
TRBV15,28572,0
TRBV17,28570,0
TRBV18,28569,0
TRBV19,28568,0
TRBV20-1,28567,0
TRBV24-1,28563,0
MTRNR2L6,100463482,76
TRBV25-1,28562,0
TRBV27,28560,0
TRBV28,28559,0
PRSS1,5644,2
TRBV29-1,28558,0
PRSS2,5645,1
TRBD1,28637,0
TRBJ1-1,28635,0
TRBJ1-2,28634,0
TRBJ1-3,28633,0
TRBJ1-4,28632,0
TRBJ1-5,28631,0
TRBJ1-6,28630,0
TRBC1,28639,0
TRBD2,28636,0
TRBJ2-1,28629,0
TRBJ2-2,28628,0
TRBJ2-3,28626,0
TRBJ2-4,28625,0
TRBJ2-5,28624,0
TRBJ2-6,28623,0
TRBJ2-7,28622,0
TRBC2,28638,0
TRBV30,28557,0
EPHB6,2051,1
TRPV6,55503,0
TRPV5,56302,0
LLCFC1,135927,0
KEL,3792,0
OR9A2,135924,0
OR6V1,346517,0
OR6W1P,89883,0
PIP,5304,0
TAS2R39,259285,0
TAS2R40,259286,0
GSTK1,373156,157
TMEM139,135932,1
CASP2,835,2
CLCN1,1180,0
FAM131B,9715,0
ZYX,7791,15
FAM131B-AS2,100507507,0
MIR6892,102465538,0
EPHA1,2041,7
EPHA1-AS1,285965,0
TAS2R60,338398,0
TAS2R41,259287,0
CTAGE15,441294,0
TCAF2,285966,4
CTAGE6,340307,1
TCAF2P1,653691,2
LOC154761,154761,4
TCAF1,9747,16
OR2F1,26211,0
OR2F2,135948,0
OR6B1,135946,0
OR2A5,393046,0
OR2A25,392138,0
OR2A12,346525,0
OR2A2,442361,0
OR2A14,135941,0
CTAGE4,100128553,1
ARHGEF35,445328,4
ARHGEF35-AS1,101928605,1
OR2A42,402317,0
OR2A1-AS1,101928492,2
OR2A20P,401428,0
OR2A7,401427,0
ARHGEF34P,728377,5
CTAGE8,100142659,1
OR2A9P,441295,0
OR2A1,346528,0
ARHGEF5,7984,11
NOBOX,135935,0
TPK1,27010,0
CNTNAP2,26047,0
CNTNAP2-AS1,101928700,0
MIR548F4,100313895,0
C7orf33,202865,0
CUL1,8454,5
EZH2,2146,1
RNY5,6090,4
RNY4,6086,14
RNY3,6085,77
RNY1,6084,93
GHET1,102723099,0
PDIA4,9601,99
ZNF786,136051,1
ZNF425,155054,1
ZNF398,57541,3
ZNF282,8427,1
ZNF212,7988,2
ZNF783,100289678,0
LOC155060,155060,0
TRC-GCA1-1,100189144,0
TRC-GCA9-2,100189413,1
TRC-GCA13-1,100189357,0
TRC-GCA18-1,100189049,0
TRC-GCA10-1,100189305,1
LOC101928733,101928733,0
TRC-GCA11-1,100189008,0
ZNF777,27153,0
ZNF746,155061,3
TRC-GCA16-1,100189146,0
ZNF767P,79970,0
TRC-GCA15-1,100189267,0
TRC-GCA3-1,100189097,1
TRC-GCA20-1,100189355,0
TRS-AGA5-1,100189432,0
TRC-GCA19-1,100189177,0
TRC-GCA9-3,100189376,1
TRC-GCA12-1,100189075,0
TRC-GCA17-1,100189289,0
TRC-GCA9-4,100189379,1
KRBA1,84626,0
ZNF467,168544,0
SSPOP,23145,0
ZNF862,643641,0
ATP6V0E2-AS1,401431,0
ATP6V0E2,155066,0
ACTR3C,653857,9
LRRC61,65999,0
ZBED10P,113763,1
RARRES2,5919,10
REPIN1,29803,2
ZNF775,285971,0
LOC728743,728743,2
LINC00996,285972,0
GIMAP8,155038,0
GIMAP7,168537,0
GIMAP4,55303,0
GIMAP6,474344,0
GIMAP2,26157,0
GIMAP1,170575,0
GIMAP1-GIMAP5,100527949,0
GIMAP5,55340,0
TMEM176B,28959,2
TMEM176A,55365,0
AOC1,26,3
KCNH2,3757,0
NOS3,4846,0
ATG9B,285973,1
ABCB8,11194,3
ASIC3,9311,0
CDK5,1020,1
SLC4A2,6522,6
FASTK,10922,0
TMUB1,83590,0
AGAP3,116988,7
GBX1,2636,0
ASB10,136371,0
IQCA1L,392843,0
ABCF2,10061,8
CHPF2,54480,4
MIR671,768213,0
SMARCD3,6604,3
NUB1,51667,56
WDR86,349136,0
WDR86-AS1,100131176,0
CRYGN,155051,0
MIR3907,100500835,0
RHEB,6009,12
PRKAG2,51422,9
PRKAG2-AS1,100505483,0
GALNTL5,168391,0
GALNT11,63917,8
KMT2C,58508,34
FABP5P3,220832,149
LINC01003,100128822,0
XRCC2,7516,0
ACTR3B,57180,5
LINC01287,103724390,0
DPP6,1804,0
LOC101929998,101929998,0
PAXIP1-AS2,100132707,0
PAXIP1,22976,1
PAXIP1-DT,202781,3
HTR5A-AS1,100128264,0
HTR5A,3361,0
INSIG1,3638,9
BLACE,338436,0
EN2,2020,0
CNPY1,285888,0
RBM33-DT,100506302,2
RBM33,155435,23
SHH,6469,0
LOC389602,389602,0
LOC285889,285889,0
RNF32-DT,100506380,0
LINC00244,64433,0
RNF32,140545,0
LMBR1,64327,20
NOM1,64434,2
MNX1,3110,1
MNX1-AS1,645249,0
UBE3C,9690,13
DNAJB6,10049,42
LOC101927914,101927914,0
PTPRN2,5799,0
MIR153-2,406945,0
PTPRN2-AS1,100506585,0
MIR595,693180,0
MIR5707,100847032,0
NCAPG2,54892,0
ESYT2,57488,8
DYNC2I1,55112,2
LINC00689,154822,0
VIPR2,7434,0
OR4F21,441308,0
RPL23AP53,644128,1
ZNF596,169270,0
FAM87A,157693,0
FBXO25,26260,41
TDRP,157695,0
ERICH1,157697,9
LOC401442,401442,0
LOC105377777,105377777,0
DLGAP2,9228,0
LOC286083,286083,0
DLGAP2-AS1,100507435,0
CLN8,2055,6
MIR3674,100500912,0
MIR596,693181,0
ARHGEF10,9639,1
KBTBD11,9920,0
KBTBD11-OT1,104266957,0
KBTBD11-AS1,101928058,0
MYOM2,9172,0
MIR7160,102465695,0
LINC03021,101927815,0
CSMD1,64478,0
LOC105377789,105377789,0
MCPH1-DT,100287015,0
MCPH1,79648,4
ANGPT2,285,0
MCPH1-AS1,100507530,0
MIR8055,102465861,0
AGPAT5,55326,19
MIR4659A,100616348,0
MIR4659B,100616372,0
XKR5,389610,0
GS1-24F4.2,100652791,0
DEFB1,1672,72
DEFA6,1671,0
DEFA4,1669,0
DEFA8P,449491,0
DEFA9P,449492,0
DEFA10P,449493,0
DEFA1,1667,0
DEFT1P,170949,0
DEFA1B,728358,0
DEFT1P2,100287083,0
DEFA3,1668,0
DEFA11P,724068,0
DEFA5,1670,0
LINC00965,349196,0
FAM66B,100128890,0
DEFB109B,641517,0
USP17L1,401447,0
USP17L4,645402,0
ZNF705G,100131980,0
DEFB4B,100289462,2
DEFB103B,55894,32
SPAG11B,10407,0
DEFB104B,503618,0
DEFB106B,503841,0
DEFB105B,504180,0
DEFB107B,503614,0
PRR23D1,100131608,0
FAM90A7,441317,0
LOC101929400,101929400,0
FAM90A10,441328,0
PRR23D2,100133251,0
DEFB107A,245910,0
DEFB105A,245908,0
DEFB106A,245909,0
DEFB104A,140596,0
SPAG11A,653423,0
DEFB103A,414325,37
DEFB4A,1673,2
ZNF705B,100132396,0
FAM66E,100132103,0
USP17L8,392188,0
USP17L3,645836,0
MIR548I3,100302186,0
FAM86B3P,286042,2
PRAG1,157285,0
CLDN23,137075,0
MFHAS1,9258,0
ERI1,90459,3
MIR4660,100616350,0
PPP1R3B,79660,1
LOC101929128,101929128,0
LOC157273,157273,0
TNKS,8658,3
MIR597,693182,0
MIR124-1HG,157627,0
MIR124-1,406907,0
MSRA,4482,1
LINC03022,101929191,0
PRSS55,203074,0
RP1L1,94137,0
MIR4286,100422982,0
C8orf74,203076,0
SOX7,83595,5
PINX1,54984,17
MIR1322,100302166,0
PINX1-DT,101929229,0
XKR6,286046,0
MIR598,693183,0
MTMR9,66036,0
SLC35G5,83650,0
TDH,157739,0
FAM167A-AS1,83656,0
FAM167A,83648,0
BLK,640,0
LINC00208,83655,0
GATA4,2626,0
LINC02905,606553,0
NEIL2,252969,4
FDFT1,2222,258
CTSB,1508,822
DEFB136,613210,0
DEFB135,613209,0
DEFB134,613211,0
DEFB130B,100133267,0
ZNF705D,728957,0
FAM66D,100132923,0
LOC392196,392196,0
USP17L7,392197,0
USP17L2,377630,0
FAM90A2P,729689,0
FAM86B1,85002,9
DEFB130A,245940,0
FAM66A,100133172,0
LOC649352,649352,0
DEFB109A,245912,0
FAM90A25P,389633,0
FAM86B2,653333,11
FAM86B2-DT,100506990,4
LOC729732,729732,0
MIR5692A2,100847038,0
LONRF1,91694,1
MIR3926-1,100500870,0
MIR3926-2,100500838,0
LINC03019,340357,0
LINC00681,101409254,0
TRMT9B,57604,0
DLC1,10395,5
C8orf48,157773,0
SGCZ,137868,0
MIR383,494332,0
TUSC3,7991,19
MSR1,4481,0
FGF20,26281,0
MICU3,286097,0
ZDHHC2,51201,0
CNOT7,29883,17
VPS37A,137492,4
MTMR7,9108,0
SLC7A2,6542,0
PDGFRL,5157,13
MTUS1,57509,0
MIR548V,100422850,0
FGL1,2267,0
PCM1,5108,10
ASAH1,427,68
ASAH1-AS1,101929066,0
"NAT1",9,1
"NAT2",10,0
PSD3,23362,1
LOC100128993,100128993,0
SH2D4A,63898,15
CSGALNACT1,55790,4
INTS10,55174,12
LPL,4023,0
SLC18A1,6570,0
ATP6V1B2,526,35
LZTS1,11178,0
LZTS1-AS1,100874051,0
LINC03023,102467222,0
LINC02153,286114,0
LOC101929172,101929172,0
GFRA2,2675,0
DOK2,9046,0
XPO7,23039,6
NPM2,10361,0
FGF17,8822,0
DMTN,2039,3
FHIP2B,64760,1
NUDT18,79873,2
HR,55806,17
REEP4,80346,9
LGI3,203190,0
SFTPC,6440,0
BMP1,649,0
PHYHIP,9796,0
MIR320A,407037,0
POLR3D,661,4
PIWIL2,55124,0
SLC39A14,23516,12
PPP3CC,5533,11
SORBS3,10174,0
PDLIM2,64236,16
C8orf58,541565,1
CCAR2,57805,3
BIN3,55909,9
BIN3-IT1,80094,0
EGR3,1960,0
PEBP4,157310,0
LOC101929237,101929237,0
RHOBTB2,23221,3
TNFRSF10B,8795,2
LOC286059,286059,0
LOC254896,254896,0
TNFRSF10C,8794,0
TNFRSF10D,8793,5
TNFRSF10A,8797,0
TNFRSF10A-DT,389641,0
CHMP7,91782,5
R3HCC1,203069,13
LOXL2,4017,3
LOC100507156,100507156,0
ENTPD4,9583,2
SLC25A37,51312,2
NKX3-1,4824,0
NKX2-6,137814,0
STC1,6781,187
ADAM28,10863,0
ADAM7-AS1,101929294,0
ADAMDEC1,27299,0
ADAM7,8756,0
ADAM7-AS2,101929315,0
NEFM,4741,2
NEFL,4747,0
MIR6841,102465506,0
DOCK5,80005,1
MIR6876,102465527,0
GNRH1,2796,0
KCTD9,54793,4
CDCA2,157313,2
EBF2,64641,0
PPP2R2A,5520,22
BNIP3L,665,179
PNMA2,10687,0
DPYSL2,1808,17
ADRA1A,148,0
MIR548H4,100313884,0
STMN4,81551,0
TRIM35,23087,5
PTK2B,2185,11
MIR6842,102465507,0
CHRNA2,1135,0
EPHX2,2053,5
CLU,1191,41
MIR6843,102465508,0
SCARA3,51435,0
MIR3622B,100500871,0
MIR3622A,100500858,0
CCDC25,55246,17
ESCO2,157570,0
PBK,55872,13
SCARA5,286133,0
MIR4287,100422828,0
NUGGC,389643,0
ELP3,55140,18
PNOC,5368,0
ZNF395,55893,6
FBXO16,157574,0
FZD3,7976,7
MIR4288,100422903,0
EXTL3-AS1,101929402,0
EXTL3,2137,7
INTS9,55756,11
HMBOX1,79618,9
KIF13B,23303,0
DUSP4,1846,0
LINC00589,619351,0
LINC02099,101929450,0
LOC101929470,101929470,0
LINC02209,286135,0
MIR3148,100422876,0
SARAF,51669,88
LEPROTL1,23484,46
MBOAT4,619373,0
DCTN6,10671,50
RBPMS-AS1,100128750,0
RBPMS,11030,3
GTF2E2,2961,4
SMIM18,100507341,0
GSR,2936,4
UBXN8,7993,26
PPP2CB,5516,17
TEX15,56154,0
PURG,29942,0
WRN,7486,27
NRG1,3084,1
NRG1-IT1,100856811,0
NRG1-IT3,100874286,0
FUT10,84750,1
MAK16,84549,1
TTI2,80185,16
SNORD13,692084,1059
RNF122,79845,1
DUSP26,78986,0
LINC01288,103689844,0
UNC5D,137970,0
LOC101929550,101929550,0
KCNU1,157855,0
LINC01605,100507420,6
ZNF703,80139,1
LOC101929622,101929622,0
LOC102723701,102723701,0
ERLIN2,11160,16
LOC728024,728024,6
PLPBP,11212,8
ADGRA2,25960,3
BRF2,55290,1
RAB11FIP1,80223,10
GOT1L1,137362,0
ADRB3,155,0
EIF4EBP1,1978,282
ASH2L,9070,9
STAR,6770,0
LSM1,27257,50
BAG4,9530,0
DDHD2,23259,2
PLPP5,84513,4
NSD3,54904,4
LETM2,137994,7
FGFR1,2260,12
LINC03042,389649,0
RNF5P1,286140,30
TACC1,6867,4
PLEKHA2,59339,3
HTRA4,203100,0
TM2D2,83877,11
ADAM9,8754,51
ADAM32,203102,0
ADAM5,255926,0
ADAM3A,1587,0
LOC100130964,100130964,0
ADAM18,8749,0
ADAM2,2515,0
IDO1,3620,0
IDO2,169355,0
TCIM,56892,2
ZMAT4,79698,0
SFRP1,6422,3
MIR548AO,100847068,0
GOLGA7,51125,37
GINS4,84296,0
GPAT4-AS1,102723729,0
GPAT4,137964,4
NKX6-3,157848,0
ANK1,286,0
MIR486-1,619554,0
MIR486-2,102465696,0
KAT6A,7994,13
AP3M2,10947,4
PLAT,5327,29
IKBKB-DT,101929897,0
IKBKB,3551,22
POLB,5423,49
DKK4,27121,0
VDAC3,7419,15
SLC20A2,6575,1
SMIM19,114926,28
CHRNB3,1142,0
CHRNA6,8973,0
THAP1,55145,6
RNF170,81790,7
MIR4469,100616115,0
HOOK3,84376,6
FNTA,2339,6
POMK,84197,3
HGSNAT,138050,2
POTEA,340441,0
LINC00293,497634,0
LOC105375816,105375816,0
LOC105375817,105375817,0
LOC100287846,100287846,0
SPIDR,23514,36
CEBPD,1052,19
PRKDC,5591,38
MCM4,4173,49
UBE2V2,7336,204
LOC101929268,101929268,0
LOC101929217,101929217,0
CLXN,79645,0
SNAI2,6591,16
PPDPFL,492307,0
SNTG1,54212,0
PXDNL,137902,0
PCMTD1,115294,56
ST18,9705,0
ALKAL1,389658,0
RB1CC1,9821,22
NPBWR1,2831,0
OPRK1,4986,0
ATP6V1H,51606,268
RGS20,8601,34
TCEA1,6917,18
LYPLA1,10434,84
MRPL15,29088,127
RNU105C,26766,0
LOC105375840,105375840,0
SOX17,64321,0
LOC100129098,100129098,0
RP1,6101,0
XKR4,114786,0
SBF1P1,100133234,1
TMEM68,137695,12
TGS1,96764,28
LYN,4067,8
RPS20,6224,2124
SNORD54,26795,0
MOS,4342,0
PLAG1,5324,6
CHCHD7,79145,177
SDR16C5,195814,709
SDR16C6P,442388,0
PENK,5179,0
PENK-AS1,101929415,1
LINC00968,100507632,1
BPNT2,54928,6
LINC01606,100507651,0
LOC286177,286177,0
LINC00588,26138,0
LOC101929488,101929488,0
LINC03018,286178,0
LINC01602,100505477,0
FAM110B,90362,0
LOC101929528,101929528,0
UBXN2B,137886,1
CYP7A1,1581,0
SDCBP,6386,77
NSMAF,8439,12
TOX,9760,0
LOC105375861,105375861,0
CA8,767,0
LINC01301,100505532,1
RAB2A,5862,161
CHD7,55636,0
LOC105375938,105375938,0
LOC100130298,100130298,0
CLVS1,157807,0
ASPH,444,31
MIR4470,100616484,0
NKAIN3,286183,0
GGH,8836,311
TTPA,7274,0
YTHDF3-DT,101410533,2
YTHDF3,253943,17
LOC102724612,102724612,0
LINC01289,286184,0
LINC01414,102724623,0
MIR124-2HG,100130155,0
MIR124-2,406908,0
BHLHE22-AS1,401463,0
BHLHE22,27319,0
CYP7B1,9420,0
LINC00251,552859,0
LINC01299,286186,0
ARMC1,55156,17
MTFR1,9650,13
PDE7A,5150,10
DNAJC5B,85479,0
TRIM55,84675,0
TRY-GTA5-1,100189437,0
TRY-GTA5-2,100189102,1
CRH,1392,0
LINC00967,100505659,0
RRS1-DT,100505676,0
RRS1,23212,4
ADHFE1,137872,6
VXN,254778,0
MYBL1,4603,0
VCPIP1,80124,10
C8orf44-SGK3,100533105,0
C8orf44,56260,2
SGK3,23678,0
PTTG3P,26255,37
MCMDC2,157777,6
SNHG6,641638,190
SNORD87,641648,2
TCF24,100129654,0
PPP1R42,286187,0
COPS5,10987,125
CSPP1,79848,25
ARFGEF1,10565,8
ARFGEF1-DT,102724708,0
CPA6,57094,0
PREX2,80243,0
C8orf34-AS1,286189,0
C8orf34,116328,0
LINC01592,100505718,1
LINC01603,100505739,0
SULF1,23213,0
SLCO5A1,81796,0
PRDM14,63978,0
NCOA2,10499,11
LINC03020,101926892,0
TRAM1,23471,150
LACTB2-AS1,286190,0
LACTB2,51110,102
XKR9,389668,11
EYA1,2138,0
MSC,9242,3
MSC-AS1,100132891,0
TRPA1,8989,0
LOC392232,392232,0
KCNB2,9312,0
LOC101926908,101926908,0
TERF1,7013,4
SBSPON,157869,0
C8orf89,100130301,18
RPL7,6129,48
RDH10,157506,6
RDH10-AS1,101926926,0
STAU2-AS1,100128126,0
STAU2,27067,12
UBE2W,55284,46
ELOC,6921,149
TMEM70,54968,48
LY96,23643,117
JPH1,56704,0
GDAP1,54332,4
MIR5681A,100847058,0
MIR5681B,100847091,0
MIR2052HG,441355,0
MIR2052,100302260,0
PI15,51050,3
CRISPLD1,83690,3
CASC9,101805492,15
HNF4G,3174,0
LINC01111,101926978,0
ZFHX4-AS1,100192378,0
ZFHX4,79776,2
MIR3149,100422921,0
PEX2,5828,47
LOC102724874,102724874,0
PKIA,5569,0
PKIA-AS1,101927003,0
ZC2HC1A,51101,1
IL7,3574,0
C4orf46P3,101241902,0
STMN2,11075,0
HEY1,23462,2
LINC01607,101927067,0
LOC101927040,101927040,0
MRPS28,28957,63
TPD52,7163,57
MIR5708,100847056,0
ZBTB10,65986,1
ZNF704,619279,1
PAG1,55824,3
FABP5,2171,516
PMP2,5375,0
FABP9,646480,0
FABP4,2167,193
FABP12,646486,0
IMPA1,3612,11
SLC10A5,347051,0
ZFAND1,79752,57
CHMP4C,92421,76
SNX16,64089,7
LOC101927141,101927141,0
LINC01419,103352670,0
RALYL,138046,0
LRRCC1,85444,12
E2F5-DT,102723322,0
E2F5,1875,1
RBIS,401466,353
CA13,377677,0
CA1,759,0
CA3,761,0
CA3-AS1,100996348,2
CA2,760,293
LOC101929601,101929601,0
LOC101929627,101929627,0
REXO1L2P,100288527,0
PSKH2,85481,0
ATP6V0D2,245972,2
SLC7A13,157724,0
WWP1,11059,4
RMDN1,51115,103
CPNE3,8895,39
CNGB3,54714,1
CNBD1,168975,0
DCAF4L2,138009,0
MMP16,4325,0
RIPK2-DT,101929709,0
RIPK2,8767,67
OSGIN2,734,3
NBN,4683,11
DECR1,1666,402
CALB1,793,53
LINC00534,100874052,0
LINC01030,101937451,0
TMEM64,169200,4
NECAB1,64168,0
C8orf88,100127983,3
PIP4P2,55529,1
OTUD6B-AS1,100506365,30
OTUD6B,51633,14
